areaCode,areaName,areaType,date,newCasesBySpecimenDateRollingRate
N92000002,Northern Ireland,nation,26/11/2020,127.3
S92000003,Scotland,nation,26/11/2020,113.7
W92000004,Wales,nation,26/11/2020,220.5
E92000001,England,nation,25/11/2020,168.8
N92000002,Northern Ireland,nation,25/11/2020,127.9
S92000003,Scotland,nation,25/11/2020,117
W92000004,Wales,nation,25/11/2020,212.9
E92000001,England,nation,24/11/2020,176.4
N92000002,Northern Ireland,nation,24/11/2020,129
S92000003,Scotland,nation,24/11/2020,120.4
W92000004,Wales,nation,24/11/2020,201.8
E92000001,England,nation,23/11/2020,187.6
N92000002,Northern Ireland,nation,23/11/2020,141.3
S92000003,Scotland,nation,23/11/2020,124.7
W92000004,Wales,nation,23/11/2020,200.2
E92000001,England,nation,22/11/2020,201
N92000002,Northern Ireland,nation,22/11/2020,152
S92000003,Scotland,nation,22/11/2020,126.8
W92000004,Wales,nation,22/11/2020,199
E92000001,England,nation,21/11/2020,208.4
N92000002,Northern Ireland,nation,21/11/2020,157.3
S92000003,Scotland,nation,21/11/2020,128.8
W92000004,Wales,nation,21/11/2020,196.1
E92000001,England,nation,20/11/2020,218
N92000002,Northern Ireland,nation,20/11/2020,164
S92000003,Scotland,nation,20/11/2020,131.6
W92000004,Wales,nation,20/11/2020,194.5
E92000001,England,nation,19/11/2020,230.4
N92000002,Northern Ireland,nation,19/11/2020,169.4
S92000003,Scotland,nation,19/11/2020,135.2
W92000004,Wales,nation,19/11/2020,192
E92000001,England,nation,18/11/2020,241.8
N92000002,Northern Ireland,nation,18/11/2020,180
S92000003,Scotland,nation,18/11/2020,139.2
W92000004,Wales,nation,18/11/2020,187.4
E92000001,England,nation,17/11/2020,253.2
N92000002,Northern Ireland,nation,17/11/2020,188.9
S92000003,Scotland,nation,17/11/2020,141.7
W92000004,Wales,nation,17/11/2020,183.2
E92000001,England,nation,16/11/2020,260.6
N92000002,Northern Ireland,nation,16/11/2020,195.6
S92000003,Scotland,nation,16/11/2020,142.8
W92000004,Wales,nation,16/11/2020,180.7
E92000001,England,nation,15/11/2020,268.4
N92000002,Northern Ireland,nation,15/11/2020,199.1
S92000003,Scotland,nation,15/11/2020,143.2
W92000004,Wales,nation,15/11/2020,181.3
E92000001,England,nation,14/11/2020,275
N92000002,Northern Ireland,nation,14/11/2020,201.7
S92000003,Scotland,nation,14/11/2020,144.4
W92000004,Wales,nation,14/11/2020,183.5
E92000001,England,nation,13/11/2020,276.1
N92000002,Northern Ireland,nation,13/11/2020,203.7
S92000003,Scotland,nation,13/11/2020,143
W92000004,Wales,nation,13/11/2020,182.7
E92000001,England,nation,12/11/2020,274.6
N92000002,Northern Ireland,nation,12/11/2020,204.4
S92000003,Scotland,nation,12/11/2020,144.5
W92000004,Wales,nation,12/11/2020,183.3
E92000001,England,nation,11/11/2020,272.7
N92000002,Northern Ireland,nation,11/11/2020,204.9
S92000003,Scotland,nation,11/11/2020,146.3
W92000004,Wales,nation,11/11/2020,191.1
E92000001,England,nation,10/11/2020,265.7
N92000002,Northern Ireland,nation,10/11/2020,204.2
S92000003,Scotland,nation,10/11/2020,147.3
W92000004,Wales,nation,10/11/2020,198.6
E92000001,England,nation,09/11/2020,261.8
N92000002,Northern Ireland,nation,09/11/2020,201.8
S92000003,Scotland,nation,09/11/2020,149.1
W92000004,Wales,nation,09/11/2020,207.2
E92000001,England,nation,08/11/2020,261.5
N92000002,Northern Ireland,nation,08/11/2020,204.4
S92000003,Scotland,nation,08/11/2020,152.5
W92000004,Wales,nation,08/11/2020,219.9
E92000001,England,nation,07/11/2020,253.4
N92000002,Northern Ireland,nation,07/11/2020,206.6
S92000003,Scotland,nation,07/11/2020,154.2
W92000004,Wales,nation,07/11/2020,227.9
E92000001,England,nation,06/11/2020,249.3
N92000002,Northern Ireland,nation,06/11/2020,209.6
S92000003,Scotland,nation,06/11/2020,152.4
W92000004,Wales,nation,06/11/2020,236.6
E92000001,England,nation,05/11/2020,247.2
N92000002,Northern Ireland,nation,05/11/2020,220.4
S92000003,Scotland,nation,05/11/2020,151.8
W92000004,Wales,nation,05/11/2020,248.1
E92000001,England,nation,04/11/2020,245.6
N92000002,Northern Ireland,nation,04/11/2020,227.3
S92000003,Scotland,nation,04/11/2020,148.2
W92000004,Wales,nation,04/11/2020,266.1
E92000001,England,nation,03/11/2020,244.8
N92000002,Northern Ireland,nation,03/11/2020,235.8
S92000003,Scotland,nation,03/11/2020,147.5
W92000004,Wales,nation,03/11/2020,274.4
E92000001,England,nation,02/11/2020,241.6
N92000002,Northern Ireland,nation,02/11/2020,244.7
S92000003,Scotland,nation,02/11/2020,146
W92000004,Wales,nation,02/11/2020,282.2
E92000001,England,nation,01/11/2020,232.4
N92000002,Northern Ireland,nation,01/11/2020,255
S92000003,Scotland,nation,01/11/2020,143.6
W92000004,Wales,nation,01/11/2020,286.8
E92000001,England,nation,31/10/2020,232.1
N92000002,Northern Ireland,nation,31/10/2020,266.4
S92000003,Scotland,nation,31/10/2020,142.9
W92000004,Wales,nation,31/10/2020,286.5
E92000001,England,nation,30/10/2020,230.6
N92000002,Northern Ireland,nation,30/10/2020,278.3
S92000003,Scotland,nation,30/10/2020,146.8
W92000004,Wales,nation,30/10/2020,291.2
E92000001,England,nation,29/10/2020,227.8
N92000002,Northern Ireland,nation,29/10/2020,288.5
S92000003,Scotland,nation,29/10/2020,150.1
W92000004,Wales,nation,29/10/2020,289.8
E92000001,England,nation,28/10/2020,227.2
N92000002,Northern Ireland,nation,28/10/2020,308.9
S92000003,Scotland,nation,28/10/2020,157.5
W92000004,Wales,nation,28/10/2020,273.1
E92000001,England,nation,27/10/2020,229.4
N92000002,Northern Ireland,nation,27/10/2020,327.9
S92000003,Scotland,nation,27/10/2020,163.2
W92000004,Wales,nation,27/10/2020,270.2
E92000001,England,nation,26/10/2020,230.9
N92000002,Northern Ireland,nation,26/10/2020,340.7
S92000003,Scotland,nation,26/10/2020,170.1
W92000004,Wales,nation,26/10/2020,262.5
E92000001,England,nation,25/10/2020,229.8
N92000002,Northern Ireland,nation,25/10/2020,348.6
S92000003,Scotland,nation,25/10/2020,170.3
W92000004,Wales,nation,25/10/2020,248.4
E92000001,England,nation,24/10/2020,227.4
N92000002,Northern Ireland,nation,24/10/2020,354.4
S92000003,Scotland,nation,24/10/2020,168.2
W92000004,Wales,nation,24/10/2020,241.3
E92000001,England,nation,23/10/2020,225.4
N92000002,Northern Ireland,nation,23/10/2020,359.8
S92000003,Scotland,nation,23/10/2020,166.5
W92000004,Wales,nation,23/10/2020,231.2
E92000001,England,nation,22/10/2020,219
N92000002,Northern Ireland,nation,22/10/2020,364.5
S92000003,Scotland,nation,22/10/2020,165.9
W92000004,Wales,nation,22/10/2020,223.5
E92000001,England,nation,21/10/2020,211.3
N92000002,Northern Ireland,nation,21/10/2020,366.1
S92000003,Scotland,nation,21/10/2020,162.1
W92000004,Wales,nation,21/10/2020,215.1
E92000001,England,nation,20/10/2020,202.3
N92000002,Northern Ireland,nation,20/10/2020,363.4
S92000003,Scotland,nation,20/10/2020,156.8
W92000004,Wales,nation,20/10/2020,203.6
E92000001,England,nation,19/10/2020,191.8
N92000002,Northern Ireland,nation,19/10/2020,364.5
S92000003,Scotland,nation,19/10/2020,152
W92000004,Wales,nation,19/10/2020,194.6
E92000001,England,nation,18/10/2020,181.3
N92000002,Northern Ireland,nation,18/10/2020,368.1
S92000003,Scotland,nation,18/10/2020,152.1
W92000004,Wales,nation,18/10/2020,184.1
E92000001,England,nation,17/10/2020,177.4
N92000002,Northern Ireland,nation,17/10/2020,370.2
S92000003,Scotland,nation,17/10/2020,154.5
W92000004,Wales,nation,17/10/2020,181.3
E92000001,England,nation,16/10/2020,173.5
N92000002,Northern Ireland,nation,16/10/2020,368
S92000003,Scotland,nation,16/10/2020,155.9
W92000004,Wales,nation,16/10/2020,178.4
E92000001,England,nation,15/10/2020,170.8
N92000002,Northern Ireland,nation,15/10/2020,361.1
S92000003,Scotland,nation,15/10/2020,153.1
W92000004,Wales,nation,15/10/2020,173
E92000001,England,nation,14/10/2020,170.8
N92000002,Northern Ireland,nation,14/10/2020,354.4
S92000003,Scotland,nation,14/10/2020,150.9
W92000004,Wales,nation,14/10/2020,174.2
E92000001,England,nation,13/10/2020,168.6
N92000002,Northern Ireland,nation,13/10/2020,352.8
S92000003,Scotland,nation,13/10/2020,150.1
W92000004,Wales,nation,13/10/2020,172.5
E92000001,England,nation,12/10/2020,166.6
N92000002,Northern Ireland,nation,12/10/2020,337.9
S92000003,Scotland,nation,12/10/2020,145.9
W92000004,Wales,nation,12/10/2020,166.8
E92000001,England,nation,11/10/2020,162.8
N92000002,Northern Ireland,nation,11/10/2020,317
S92000003,Scotland,nation,11/10/2020,141.1
W92000004,Wales,nation,11/10/2020,164.3
E92000001,England,nation,10/10/2020,163.1
N92000002,Northern Ireland,nation,10/10/2020,305.4
S92000003,Scotland,nation,10/10/2020,137.2
W92000004,Wales,nation,10/10/2020,163.9
E92000001,England,nation,09/10/2020,162.3
N92000002,Northern Ireland,nation,09/10/2020,296
S92000003,Scotland,nation,09/10/2020,132.8
W92000004,Wales,nation,09/10/2020,160.7
E92000001,England,nation,08/10/2020,159.7
N92000002,Northern Ireland,nation,08/10/2020,288.5
S92000003,Scotland,nation,08/10/2020,127.7
W92000004,Wales,nation,08/10/2020,154.9
E92000001,England,nation,07/10/2020,152.7
N92000002,Northern Ireland,nation,07/10/2020,262
S92000003,Scotland,nation,07/10/2020,120.5
W92000004,Wales,nation,07/10/2020,148.6
E92000001,England,nation,06/10/2020,144.4
N92000002,Northern Ireland,nation,06/10/2020,241.4
S92000003,Scotland,nation,06/10/2020,112.1
W92000004,Wales,nation,06/10/2020,140.7
E92000001,England,nation,05/10/2020,134.5
N92000002,Northern Ireland,nation,05/10/2020,219.6
S92000003,Scotland,nation,05/10/2020,102.4
W92000004,Wales,nation,05/10/2020,131
E92000001,England,nation,04/10/2020,124.8
N92000002,Northern Ireland,nation,04/10/2020,197.7
S92000003,Scotland,nation,04/10/2020,93.7
W92000004,Wales,nation,04/10/2020,122.2
E92000001,England,nation,03/10/2020,118
N92000002,Northern Ireland,nation,03/10/2020,179.5
S92000003,Scotland,nation,03/10/2020,86.7
W92000004,Wales,nation,03/10/2020,112.8
E92000001,England,nation,02/10/2020,110.8
N92000002,Northern Ireland,nation,02/10/2020,160.9
S92000003,Scotland,nation,02/10/2020,81.8
W92000004,Wales,nation,02/10/2020,109.1
E92000001,England,nation,01/10/2020,101
N92000002,Northern Ireland,nation,01/10/2020,136.9
S92000003,Scotland,nation,01/10/2020,77.4
W92000004,Wales,nation,01/10/2020,102.3
E92000001,England,nation,30/09/2020,92.1
N92000002,Northern Ireland,nation,30/09/2020,126.4
S92000003,Scotland,nation,30/09/2020,76.3
W92000004,Wales,nation,30/09/2020,92.4
E92000001,England,nation,29/09/2020,83.8
N92000002,Northern Ireland,nation,29/09/2020,104
S92000003,Scotland,nation,29/09/2020,72.2
W92000004,Wales,nation,29/09/2020,85.4
E92000001,England,nation,28/09/2020,77.9
N92000002,Northern Ireland,nation,28/09/2020,92.4
S92000003,Scotland,nation,28/09/2020,69.2
W92000004,Wales,nation,28/09/2020,82.6
E92000001,England,nation,27/09/2020,71
N92000002,Northern Ireland,nation,27/09/2020,83.9
S92000003,Scotland,nation,27/09/2020,66.1
W92000004,Wales,nation,27/09/2020,79
E92000001,England,nation,26/09/2020,68.5
N92000002,Northern Ireland,nation,26/09/2020,76.1
S92000003,Scotland,nation,26/09/2020,65.4
W92000004,Wales,nation,26/09/2020,76.9
E92000001,England,nation,25/09/2020,65.9
N92000002,Northern Ireland,nation,25/09/2020,70.5
S92000003,Scotland,nation,25/09/2020,61.7
W92000004,Wales,nation,25/09/2020,73
E92000001,England,nation,24/09/2020,62.7
N92000002,Northern Ireland,nation,24/09/2020,66.5
S92000003,Scotland,nation,24/09/2020,56.1
W92000004,Wales,nation,24/09/2020,68.6
E92000001,England,nation,23/09/2020,58.6
N92000002,Northern Ireland,nation,23/09/2020,60.5
S92000003,Scotland,nation,23/09/2020,47.8
W92000004,Wales,nation,23/09/2020,66.9
E92000001,England,nation,22/09/2020,54.7
N92000002,Northern Ireland,nation,22/09/2020,55.9
S92000003,Scotland,nation,22/09/2020,42.5
W92000004,Wales,nation,22/09/2020,61.5
E92000001,England,nation,21/09/2020,50.6
N92000002,Northern Ireland,nation,21/09/2020,52.5
S92000003,Scotland,nation,21/09/2020,37.8
W92000004,Wales,nation,21/09/2020,54.6
E92000001,England,nation,20/09/2020,47.4
N92000002,Northern Ireland,nation,20/09/2020,51.7
S92000003,Scotland,nation,20/09/2020,32.9
W92000004,Wales,nation,20/09/2020,50.8
E92000001,England,nation,19/09/2020,42.2
N92000002,Northern Ireland,nation,19/09/2020,50
S92000003,Scotland,nation,19/09/2020,30.3
W92000004,Wales,nation,19/09/2020,48
E92000001,England,nation,18/09/2020,38.7
N92000002,Northern Ireland,nation,18/09/2020,47.1
S92000003,Scotland,nation,18/09/2020,29.9
W92000004,Wales,nation,18/09/2020,43.5
E92000001,England,nation,17/09/2020,36.2
N92000002,Northern Ireland,nation,17/09/2020,42
S92000003,Scotland,nation,17/09/2020,28.9
W92000004,Wales,nation,17/09/2020,40.3
E92000001,England,nation,16/09/2020,34.7
N92000002,Northern Ireland,nation,16/09/2020,37.3
S92000003,Scotland,nation,16/09/2020,28.2
W92000004,Wales,nation,16/09/2020,38
E92000001,England,nation,15/09/2020,33.1
N92000002,Northern Ireland,nation,15/09/2020,35.5
S92000003,Scotland,nation,15/09/2020,27.2
W92000004,Wales,nation,15/09/2020,36.4
E92000001,England,nation,14/09/2020,33.1
N92000002,Northern Ireland,nation,14/09/2020,32.8
S92000003,Scotland,nation,14/09/2020,24.7
W92000004,Wales,nation,14/09/2020,35.7
E92000001,England,nation,13/09/2020,34.1
N92000002,Northern Ireland,nation,13/09/2020,30.4
S92000003,Scotland,nation,13/09/2020,24.4
W92000004,Wales,nation,13/09/2020,34.7
E92000001,England,nation,12/09/2020,34.7
N92000002,Northern Ireland,nation,12/09/2020,31.1
S92000003,Scotland,nation,12/09/2020,23.9
W92000004,Wales,nation,12/09/2020,33.7
E92000001,England,nation,11/09/2020,34.7
N92000002,Northern Ireland,nation,11/09/2020,30.2
S92000003,Scotland,nation,11/09/2020,22.5
W92000004,Wales,nation,11/09/2020,33.3
E92000001,England,nation,10/09/2020,34.2
N92000002,Northern Ireland,nation,10/09/2020,33.2
S92000003,Scotland,nation,10/09/2020,21.7
W92000004,Wales,nation,10/09/2020,33.4
E92000001,England,nation,09/09/2020,33.4
N92000002,Northern Ireland,nation,09/09/2020,34.6
S92000003,Scotland,nation,09/09/2020,21.2
W92000004,Wales,nation,09/09/2020,31.5
E92000001,England,nation,08/09/2020,33
N92000002,Northern Ireland,nation,08/09/2020,34.2
S92000003,Scotland,nation,08/09/2020,20.6
W92000004,Wales,nation,08/09/2020,29.5
E92000001,England,nation,07/09/2020,31.1
N92000002,Northern Ireland,nation,07/09/2020,34.7
S92000003,Scotland,nation,07/09/2020,22.3
W92000004,Wales,nation,07/09/2020,26.8
E92000001,England,nation,06/09/2020,27.2
N92000002,Northern Ireland,nation,06/09/2020,33.7
S92000003,Scotland,nation,06/09/2020,21.9
W92000004,Wales,nation,06/09/2020,23.1
E92000001,England,nation,05/09/2020,25.3
N92000002,Northern Ireland,nation,05/09/2020,30.1
S92000003,Scotland,nation,05/09/2020,21
W92000004,Wales,nation,05/09/2020,20.4
E92000001,England,nation,04/09/2020,23.2
N92000002,Northern Ireland,nation,04/09/2020,27.6
S92000003,Scotland,nation,04/09/2020,20.2
W92000004,Wales,nation,04/09/2020,17.8
E92000001,England,nation,03/09/2020,21.1
N92000002,Northern Ireland,nation,03/09/2020,25.2
S92000003,Scotland,nation,03/09/2020,19
W92000004,Wales,nation,03/09/2020,14.7
E92000001,England,nation,02/09/2020,18.7
N92000002,Northern Ireland,nation,02/09/2020,23.8
S92000003,Scotland,nation,02/09/2020,17.1
W92000004,Wales,nation,02/09/2020,12.3
E92000001,England,nation,01/09/2020,16.1
N92000002,Northern Ireland,nation,01/09/2020,22.8
S92000003,Scotland,nation,01/09/2020,15.3
W92000004,Wales,nation,01/09/2020,10.7
E92000001,England,nation,31/08/2020,14.5
N92000002,Northern Ireland,nation,31/08/2020,22.8
S92000003,Scotland,nation,31/08/2020,13
W92000004,Wales,nation,31/08/2020,10.5
E92000001,England,nation,30/08/2020,14.3
N92000002,Northern Ireland,nation,30/08/2020,22.3
S92000003,Scotland,nation,30/08/2020,11.5
W92000004,Wales,nation,30/08/2020,10.2
E92000001,England,nation,29/08/2020,13.8
N92000002,Northern Ireland,nation,29/08/2020,23.2
S92000003,Scotland,nation,29/08/2020,10.8
W92000004,Wales,nation,29/08/2020,9.1
E92000001,England,nation,28/08/2020,13.2
N92000002,Northern Ireland,nation,28/08/2020,23.1
S92000003,Scotland,nation,28/08/2020,10
W92000004,Wales,nation,28/08/2020,8.3
E92000001,England,nation,27/08/2020,12.6
N92000002,Northern Ireland,nation,27/08/2020,22.9
S92000003,Scotland,nation,27/08/2020,9.8
W92000004,Wales,nation,27/08/2020,7.4
E92000001,England,nation,26/08/2020,12.4
N92000002,Northern Ireland,nation,26/08/2020,22.5
S92000003,Scotland,nation,26/08/2020,10.6
W92000004,Wales,nation,26/08/2020,6.8
E92000001,England,nation,25/08/2020,12.3
N92000002,Northern Ireland,nation,25/08/2020,20.9
S92000003,Scotland,nation,25/08/2020,10.5
W92000004,Wales,nation,25/08/2020,6.5
E92000001,England,nation,24/08/2020,12
N92000002,Northern Ireland,nation,24/08/2020,19.8
S92000003,Scotland,nation,24/08/2020,10.6
W92000004,Wales,nation,24/08/2020,6.1
E92000001,England,nation,23/08/2020,12
N92000002,Northern Ireland,nation,23/08/2020,20.2
S92000003,Scotland,nation,23/08/2020,10.9
W92000004,Wales,nation,23/08/2020,5.6
E92000001,England,nation,22/08/2020,11.7
N92000002,Northern Ireland,nation,22/08/2020,18.5
S92000003,Scotland,nation,22/08/2020,10.3
W92000004,Wales,nation,22/08/2020,5.8
E92000001,England,nation,21/08/2020,11.6
N92000002,Northern Ireland,nation,21/08/2020,17.4
S92000003,Scotland,nation,21/08/2020,9.7
W92000004,Wales,nation,21/08/2020,5.5
E92000001,England,nation,20/08/2020,11.7
N92000002,Northern Ireland,nation,20/08/2020,16.2
S92000003,Scotland,nation,20/08/2020,9
W92000004,Wales,nation,20/08/2020,5.3
E92000001,England,nation,19/08/2020,11.3
N92000002,Northern Ireland,nation,19/08/2020,15.2
S92000003,Scotland,nation,19/08/2020,7.5
W92000004,Wales,nation,19/08/2020,4.9
E92000001,England,nation,18/08/2020,11.3
N92000002,Northern Ireland,nation,18/08/2020,15.1
S92000003,Scotland,nation,18/08/2020,6.7
W92000004,Wales,nation,18/08/2020,4.5
E92000001,England,nation,17/08/2020,11.9
N92000002,Northern Ireland,nation,17/08/2020,14.8
S92000003,Scotland,nation,17/08/2020,6.4
W92000004,Wales,nation,17/08/2020,4.2
E92000001,England,nation,16/08/2020,12.2
N92000002,Northern Ireland,nation,16/08/2020,14.3
S92000003,Scotland,nation,16/08/2020,6.1
W92000004,Wales,nation,16/08/2020,4.2
E92000001,England,nation,15/08/2020,12.3
N92000002,Northern Ireland,nation,15/08/2020,14.6
S92000003,Scotland,nation,15/08/2020,6
W92000004,Wales,nation,15/08/2020,3.9
E92000001,England,nation,14/08/2020,12.3
N92000002,Northern Ireland,nation,14/08/2020,14.8
S92000003,Scotland,nation,14/08/2020,6.1
W92000004,Wales,nation,14/08/2020,3.7
E92000001,England,nation,13/08/2020,12
N92000002,Northern Ireland,nation,13/08/2020,12.7
S92000003,Scotland,nation,13/08/2020,6
W92000004,Wales,nation,13/08/2020,3.6
E92000001,England,nation,12/08/2020,11.9
N92000002,Northern Ireland,nation,12/08/2020,10.9
S92000003,Scotland,nation,12/08/2020,6.1
W92000004,Wales,nation,12/08/2020,3.8
E92000001,England,nation,11/08/2020,11.6
N92000002,Northern Ireland,nation,11/08/2020,10.4
S92000003,Scotland,nation,11/08/2020,6.5
W92000004,Wales,nation,11/08/2020,3.7
E92000001,England,nation,10/08/2020,11.1
N92000002,Northern Ireland,nation,10/08/2020,9.2
S92000003,Scotland,nation,10/08/2020,6.4
W92000004,Wales,nation,10/08/2020,3.6
E92000001,England,nation,09/08/2020,10.4
N92000002,Northern Ireland,nation,09/08/2020,7.9
S92000003,Scotland,nation,09/08/2020,6.4
W92000004,Wales,nation,09/08/2020,3.7
E92000001,England,nation,08/08/2020,10.3
N92000002,Northern Ireland,nation,08/08/2020,7
S92000003,Scotland,nation,08/08/2020,6.3
W92000004,Wales,nation,08/08/2020,3.9
E92000001,England,nation,07/08/2020,10
N92000002,Northern Ireland,nation,07/08/2020,6.1
S92000003,Scotland,nation,07/08/2020,6.2
W92000004,Wales,nation,07/08/2020,4.3
E92000001,England,nation,06/08/2020,9.6
N92000002,Northern Ireland,nation,06/08/2020,6
S92000003,Scotland,nation,06/08/2020,5.8
W92000004,Wales,nation,06/08/2020,4.3
E92000001,England,nation,05/08/2020,9.4
N92000002,Northern Ireland,nation,05/08/2020,5.6
S92000003,Scotland,nation,05/08/2020,5.1
W92000004,Wales,nation,05/08/2020,4.6
E92000001,England,nation,04/08/2020,9.5
N92000002,Northern Ireland,nation,04/08/2020,4.6
S92000003,Scotland,nation,04/08/2020,4.4
W92000004,Wales,nation,04/08/2020,4.7
E92000001,England,nation,03/08/2020,9.2
N92000002,Northern Ireland,nation,03/08/2020,4.4
S92000003,Scotland,nation,03/08/2020,3.7
W92000004,Wales,nation,03/08/2020,4.8
E92000001,England,nation,02/08/2020,9
N92000002,Northern Ireland,nation,02/08/2020,4.1
S92000003,Scotland,nation,02/08/2020,2.8
W92000004,Wales,nation,02/08/2020,4.9
E92000001,England,nation,01/08/2020,9
N92000002,Northern Ireland,nation,01/08/2020,3.7
S92000003,Scotland,nation,01/08/2020,2.6
W92000004,Wales,nation,01/08/2020,5.5
E92000001,England,nation,31/07/2020,9
N92000002,Northern Ireland,nation,31/07/2020,3.4
S92000003,Scotland,nation,31/07/2020,2.2
W92000004,Wales,nation,31/07/2020,5.8
E92000001,England,nation,30/07/2020,9.1
N92000002,Northern Ireland,nation,30/07/2020,3.4
S92000003,Scotland,nation,30/07/2020,2
W92000004,Wales,nation,30/07/2020,6.2
E92000001,England,nation,29/07/2020,8.9
N92000002,Northern Ireland,nation,29/07/2020,3.5
S92000003,Scotland,nation,29/07/2020,2
W92000004,Wales,nation,29/07/2020,6.2
E92000001,England,nation,28/07/2020,8.5
N92000002,Northern Ireland,nation,28/07/2020,3.4
S92000003,Scotland,nation,28/07/2020,1.7
W92000004,Wales,nation,28/07/2020,6.2
E92000001,England,nation,27/07/2020,8.4
N92000002,Northern Ireland,nation,27/07/2020,3.3
S92000003,Scotland,nation,27/07/2020,1.7
W92000004,Wales,nation,27/07/2020,7.3
E92000001,England,nation,26/07/2020,8.3
N92000002,Northern Ireland,nation,26/07/2020,2.9
S92000003,Scotland,nation,26/07/2020,1.7
W92000004,Wales,nation,26/07/2020,7.9
E92000001,England,nation,25/07/2020,8.1
N92000002,Northern Ireland,nation,25/07/2020,3
S92000003,Scotland,nation,25/07/2020,1.9
W92000004,Wales,nation,25/07/2020,7.1
E92000001,England,nation,24/07/2020,8
N92000002,Northern Ireland,nation,24/07/2020,3.1
S92000003,Scotland,nation,24/07/2020,2.1
W92000004,Wales,nation,24/07/2020,6.7
E92000001,England,nation,23/07/2020,7.7
N92000002,Northern Ireland,nation,23/07/2020,2.8
S92000003,Scotland,nation,23/07/2020,2
W92000004,Wales,nation,23/07/2020,6.3
E92000001,England,nation,22/07/2020,7.6
N92000002,Northern Ireland,nation,22/07/2020,3.2
S92000003,Scotland,nation,22/07/2020,2
W92000004,Wales,nation,22/07/2020,6.1
E92000001,England,nation,21/07/2020,7.5
N92000002,Northern Ireland,nation,21/07/2020,3.5
S92000003,Scotland,nation,21/07/2020,2
W92000004,Wales,nation,21/07/2020,5.9
E92000001,England,nation,20/07/2020,7.5
N92000002,Northern Ireland,nation,20/07/2020,3.3
S92000003,Scotland,nation,20/07/2020,1.8
W92000004,Wales,nation,20/07/2020,4.7
E92000001,England,nation,19/07/2020,7.3
N92000002,Northern Ireland,nation,19/07/2020,3.3
S92000003,Scotland,nation,19/07/2020,1.9
W92000004,Wales,nation,19/07/2020,4.1
E92000001,England,nation,18/07/2020,7.2
N92000002,Northern Ireland,nation,18/07/2020,3.3
S92000003,Scotland,nation,18/07/2020,1.6
W92000004,Wales,nation,18/07/2020,4.1
E92000001,England,nation,17/07/2020,7.2
N92000002,Northern Ireland,nation,17/07/2020,3.3
S92000003,Scotland,nation,17/07/2020,1.5
W92000004,Wales,nation,17/07/2020,4.1
E92000001,England,nation,16/07/2020,7.1
N92000002,Northern Ireland,nation,16/07/2020,3.1
